image_name,x1,x2,y1,y2
1469255167073DSC_0346.png,23,634,77,425
1468885065003DSC_0390.png,75,582,75,437
1474637936707DSC06844.png,34,618,66,308
JPEG_20160810_152538_1000534824862.png,177,456,32,447
1473418104422black-khloe-modal-midi-dress3.png,0,635,125,313
JPEG_20160513_125940_1000549738784.png,56,637,126,320
1474630562288DSC08174.png,32,622,103,356
1472044297722DSC_0444.png,196,586,40,346
1480516814377E-mazingshawls29-11-201618367.png,0,640,3,479
1471628051330AddProductView.png,252,380,326,390
1478945654545eMazingShawls3720.png,14,623,165,348
1478947686456eMazingShawls3775.png,32,603,149,334
JPEG_20160711_112931_1000790648239.png,274,387,18,393
1474285179478PS-440196.png,218,505,173,330
JPEG_20161104_131946_1000989886724.png,29,614,11,442
147742624416620161025_142336.png,110,552,60,329
1480605949434_R2A6043.png,174,436,92,416
1469441347577DSC_0153.png,83,521,41,442
1468497064664DSC_0013.png,36,604,12,465
147444920462511469010981406-Mast--Harbour-Women-Black-Wedges--1821469010981220-1.png,49,599,26,461
JPEG_20160820_160818_1000529574766.png,234,397,30,464
147336093666811.png,205,443,41,442
1473231545775DeeplearnS11336.png,48,592,71,351
1473225536011PNG_9682.png,149,492,21,467
JPEG_20160421_133640_100017912101.png,37,581,220,270
1470749947263DSC_0019.png,0,640,3,476
JPEG_20160711_160644_1000143316461.png,134,521,8,475
JPEG_20160622_101942_1000586477601.png,100,570,120,401
1474634564301DSC05925.png,73,603,90,374
JPEG_20160621_113529_1000866923181.png,135,544,113,336
1474637521667DSC06781.png,22,617,74,349
1467740066693DSC_0101.png,175,375,137,428
147394552763411472560291748-Louis-Philippe-Brown-Ultra-Fit-Single-Breasted-Blazer-3361472560291540-4.png,3,638,158,337
JPEG_20161202_174452_1000344284118.png,56,635,81,357
14765286186304.png,26,616,1,464
JPEG_20160526_165723_1000363196839.png,138,466,0,463
1472628938044w_molokini_ii_blk_glry_01.png,143,492,210,397
1468411767118DSC_0377.png,91,583,26,468
147323549746360143_XXX_v1.png,123,496,88,376
1475559170722navy-camoflauge-floral-wasting-time-dress.png,0,633,35,408
1468665307453JPEG_20160712_161218_1000974583482.png,215,557,86,352
1470922101907DSC_0237.png,29,639,111,409
JPEG_20160513_143421_1000880011272.png,257,517,94,401
JPEG_20161125_192936_100072040865.png,53,614,126,376
147444115153611472727530823-Roadster-Men-Grey-Melange-Printed-T-Shirt-9021472727530896-2.png,0,639,104,435
1476530709615DSC_48571.png,193,456,44,441
1479453153634Sin16-11-201611274.png,37,618,152,319
JPEG_20161102_161838_1000553142087.png,112,486,14,469
1473837927553DSC_5901.png,0,640,9,480
1467982262655DSC_0020.png,81,596,62,448
1473418082472black-kasey-v-neck-shift-dress.png,0,637,85,388
1469431208654DSC_0006.png,73,570,87,354
JPEG_20160627_111128_1000792292917.png,133,564,127,332
1473749861454IMG_1145.png,167,587,25,463
1472040810208w_peg_33_white_black_pink_03.png,91,555,94,419
1468846444578DSC_0272.png,11,509,64,398
JPEG_20161124_163039_1000728943777.png,171,485,42,393
JPEG_20160820_110116_1000778504855.png,265,363,72,426
1474711408767G2.png,93,412,22,338
1473749624462IMG_1174.png,8,627,176,395
1476860487551DSC_5649.png,42,622,0,471
1473231439135DeeplearnS11429.png,78,563,137,330
1472132432220DSC_0059.png,64,536,44,453
1475059845896DSC02404.png,38,630,97,355
JPEG_20161205_114001_1000254306960.png,51,485,8,462
1473750824594IMG_1031.png,72,608,182,334
1479158173735SinDenim12-11-20166751.png,0,640,75,417
JPEG_20161123_173647_1000600345662.png,275,349,24,418
JPEG_20161123_165707_1000305061541.png,197,464,39,397
1473231549663DeeplearnS11338.png,90,640,5,443
JPEG_20161126_121740_1000725504928.png,143,602,116,378
1473660967213DeeplearnS11248.png,44,602,97,389
1476785865049DSC_6784.png,89,553,158,348
1472288003019DSC_1710.png,1,548,14,480
JPEG_20160713_153002_100025423653.png,4,640,91,386
1472456863502DSC_1254.png,27,607,58,434
1474701525494DSC06953.png,194,388,44,426
147185858229820160817_145402.png,159,398,121,352
147437379273711473139153532-Roadster-Blue-Top-8161473139153276-2.png,0,639,62,452
JPEG_20160608_111129_1000168336490.png,178,422,27,387
1476883971112Untitled1.png,5,556,1,475
JPEG_20161123_174231_1000104878323.png,287,361,0,406
JPEG_20160810_110735_1000281841347.png,138,495,162,314
JPEG_20161028_151027_1000789295535.png,10,640,51,480
JPEG_20161126_123417_1000757906790.png,93,391,2,480
1469524779746DSC_0463.png,321,443,161,297
1479747294084SpringField16-11-201610820.png,0,640,93,396
JPEG_20160607_164354_1000425608121.png,95,548,58,425
1473418133263black-last-summer-maxi-dress2.png,3,636,151,345
147742613168120161025_160256.png,160,480,120,360
1476780044882DSC_6482.png,0,564,0,480
1468843548786DSC_0007.png,77,419,2,283
1478446796029DSC_2718.png,0,640,90,459
147444973626711473239803034-Mast--Harbour-Men-Blue-Printed-Regular-Boat-Shoes-3651473239802717-1.png,38,603,43,458
1481266172592DSC_0484.png,10,633,0,480
1467785811314DSC_0049.png,240,441,148,296
1477053628718DSC_8356.png,79,596,21,400
1472550995651DSC_1984.png,0,600,40,455
JPEG_20160524_153623_100059952343.png,152,455,56,449
1467891465126DSC_0648.png,10,604,166,307
JPEG_20160711_152752_1000672215282.png,198,473,71,438
1468667779771JPEG_20160712_145455_100079672619.png,158,566,74,415
1474115162012blush-leiluna-day-dress.png,0,636,82,388
JPEG_20161120_162332_1000773345753.png,195,462,31,405
JPEG_20160629_154719_100068674337.png,36,611,114,324
JPEG_20161207_171238_1000598923495.png,128,506,14,457
1475151221649DSC00458.png,285,444,20,453
1473748047485IMG_0477.png,74,497,86,404
1474123452574BRT467353-2.png,0,512,192,232
147772316843520161028_165054.png,71,557,93,332
JPEG_20160530_190527_1000205515013.png,173,321,192,280
JPEG_20161125_183420_1000895347198.png,93,487,178,303
JPEG_20161207_151642_1000616285603.png,160,480,120,360
1475063089796DSC00134.png,156,542,28,436
JPEG_20160629_163810_1000280214856.png,2,627,147,333
1462876582450DSC_0496.png,220,458,117,325
1475158905930DSC06909.png,24,612,69,380
JPEG_20161129_153427_1000334426091.png,0,640,0,480
JPEG_20161205_161713_1000651943559.png,177,408,50,480
JPEG_20161125_170315_1000447841657.png,179,438,91,444
1478971286066Soie9thNov20162288.png,57,587,162,317
JPEG_20160704_105452_100066371561.png,30,612,168,332
JPEG_20161124_172119_1000765574958.png,191,440,28,419
1474638820437DSC06363.png,250,444,21,420
JPEG_20160711_173916_1000530656867.png,249,431,32,452
1472818367545DSC_2874.png,24,609,25,448
1479737082099DSC_1153.png,18,622,0,313
147443851707711471842850363-Roadster-Men-Shirts-5431471842850124-1.png,0,635,63,417
JPEG_20160624_150916_1000300763521.png,178,416,136,366
147771813164020161028_161852.png,29,589,94,346
147445023060211472725177084-Roadster-Women-Blue-Solid-Regular-Fit-Regular-8731472725176967-2.png,0,639,54,405
1475007383989DSC022461.png,84,579,15,480
1473329435686SAB0023826001S039_det_4.png,58,588,121,345
JPEG_20161117_112906_1000316809468.png,93,518,30,456
1475318826990wine-kyla-midi-bodycon-dress2.png,5,632,149,333
JPEG_20161120_161044_100032006293.png,277,416,2,469
14714465378112.png,24,607,63,410
JPEG_20161129_171127_1000213157732.png,160,480,120,360
1480516425258E-mazingshawls29-11-201618303.png,33,611,157,344
1476882311088Untitled1.png,82,555,10,462
1474281673428heather-grey-katiana-tiered-day-dress2.png,0,634,76,372
147438118769711472209280498-Roadster-Men-Black-Solid-Polo-Collar-T-Shirt-2331472209280276-2.png,0,640,104,364
1480512858452IMG_0076.png,36,504,38,354
147323575900263073_XXX_v1.png,181,454,1,471
1468846931335DSC_0224.png,54,572,49,425
1475064457926DSC00168.png,228,442,62,421
1473432439779DSC_4674.png,64,640,197,407
JPEG_20161116_190503_1000288000859.png,106,471,0,480
1475500322043DSC_0231b.png,70,578,22,414
1472138146564DSC_0145.png,0,640,4,363
1475007428775DSC021121.png,25,518,158,395
JPEG_20161208_144117_1000588711920.png,126,557,157,318
JPEG_20161210_160004_1000477071579.png,231,389,41,379
1473409264211black-breezy-feeling-maxi-dress3.png,3,636,153,312
JPEG_20160805_132144_100085824378.png,116,480,52,429
1474095003330black-jody-shirt-dress3.png,0,638,103,341
1475007369581DSC022441.png,43,579,90,388
1480579075938E-mazingshawls29-11-201619251.png,0,564,92,417
JPEG_20160927_162857_1000313624336.png,158,494,21,452
JPEG_20160711_114303_1000419504567.png,157,503,133,353
JPEG_20161129_182233_1000810347662.png,21,614,93,454
JPEG_20160621_142736_1000303364859.png,169,611,160,312
1473662577331DeeplearnS11554.png,57,591,146,352
JPEG_20160229_143126_-2132482358.png,250,473,15,410
1473661111466DeeplearnS11317.png,51,590,171,336
147443982701311470828162845-Roadster-Green-Hooded-Bomber-Jacket-7531470828162548-6.png,0,640,1,480
1475157362210DSC06426.png,22,601,44,305
1471944321502DSC_0217.png,131,413,142,351
147772005100620161028_155246.png,12,538,113,343
JPEG_20160628_130636_1000451019949.png,138,470,121,378
1473315127501DeeplearnS11525.png,64,570,135,328
JPEG_20161126_171835_1000981879662.png,110,530,119,425
1472629146484w_superfeet_outside_bermuda_03.png,60,566,216,458
147394459737211472708549489-Roadster-Men-Blue-Regular-Fit-Washed-Denim-Casual-Shirt-9511472708549220-3.png,0,639,48,404
1479462314804soi15-11-20169842.png,45,560,160,309
JPEG_20161117_135450_100050423097.png,142,466,12,447
JPEG_20161202_181951_1000389733794.png,39,476,114,348
1479037748613Soie9thNov20162584.png,30,586,167,323
JPEG_20161121_164949_1000943244915.png,158,449,17,470
JPEG_20160923_182219_1000698824692.png,142,453,97,371
14581995541344.png,142,501,153,305
1480066711048IMG_0065.png,110,464,105,270
147742434495820161025_155613.png,104,432,28,299
1474274213098MS-8502324.png,63,569,33,451
1472824656333DSC_3248.png,5,327,9,480
1468820942502JPEG_20160709_122755_1000756271051.png,95,421,76,364
JPEG_20161118_185511_1000670461460.png,155,523,60,477
1472821698864DSC_2971.png,35,608,68,386
1476788444581DSC_6543.png,113,532,125,320
JPEG_20161125_181020_1000151239870.png,87,555,160,334
1471848081025DSC_0013.png,54,519,162,315
JPEG_20160625_114223_1000281104872.png,157,561,185,317
JPEG_20161125_171430_100060403121.png,89,580,115,340
1479546243851B.png,12,626,78,365
JPEG_20160706_104645_1000257959039.png,159,456,179,294
1473225879980PNG_9685.png,35,573,2,388
1474269320845grey-riley-ribbed-midi-dress2.png,4,635,144,323
1474716123580DSC07982.png,77,580,60,395
1473413097167DSC_4369.png,64,567,95,380
JPEG_20160625_161912_1000644430510.png,212,368,204,279
1476530197538Untitled4.png,101,517,38,451
147437531985511469695682843-Roadster-Maroon-Sweater-1311469695682530-1.png,0,640,86,401
JPEG_20160711_145543_10002896766.png,228,635,78,345
1473231585615DeeplearnS11477.png,69,565,161,352
1480966936100IMG_3147.png,179,444,230,292
1472132793763DSC_0035.png,45,591,31,441
JPEG_20161124_193525_1000709542299.png,169,523,172,328
1473664939588DeeplearnS11720.png,36,603,132,383
1479547037230Untitled1.png,17,594,67,437
1470904372171DSC_0111.png,26,623,40,448
JPEG_20161124_161201_1000544102277.png,0,640,69,469
JPEG_20161130_165114_1000580602847.png,48,585,213,304
1474639110569DSC06409.png,26,626,40,283
1480963701377IMG_2921.png,183,492,145,442
147771780127320161028_161002.png,78,539,76,434
1471430895715DSC_0062.png,122,572,84,326
JPEG_20160704_172338_1000946789103.png,101,615,158,330
1478783602537IMG_9678.png,21,614,103,299
1472819034248DSC_2749.png,160,435,127,284
1480575856657E-mazingshawls29-11-201618764.png,59,631,45,297
JPEG_20160608_144159_1000768651220.png,199,481,13,474
147394571294611472189347075-Numero-Uno-Grey-Waistcoat--491472189346859-1.png,0,639,17,454
1474019201618TOP8929812.png,25,612,214,384
147185296828520160818_162013.png,34,637,87,428
JPEG_20160630_170601_1000997152194.png,89,464,153,381
1475501185993GI16T191.png,117,565,109,336
147185848035120160819_114837.png,0,640,4,479
1473486265033DeeplearnS11777.png,25,594,82,334
JPEG_20161123_163554_1000731411812.png,278,356,67,391
1473316473062DeeplearnS11656.png,93,538,131,392
JPEG_20160810_140835_1000597340749.png,218,424,126,371
1473225739439PNG_9702.png,35,593,0,451
JPEG_20161124_195803_100099430369.png,84,459,133,428
147443863556911472703466718-RDSTR-Blue-Washed-Denim-Casual-Shirt-5131472703466859-5.png,0,640,1,480
JPEG_20161121_172209_1000787756526.png,30,552,158,324
JPEG_20160525_134308_1000103968085.png,135,476,2,479
JPEG_20160810_165445_1000341316393.png,143,467,32,449
1473329331206SAB0023807001S036_det_3.png,7,635,151,405
1474633815757DSC05985.png,94,569,132,323
1473659098134DeeplearnS11770.png,35,600,151,350
147742563318820161025_164134.png,57,570,73,304
JPEG_20160629_104959_1000926853356.png,166,514,97,324
147772426267420161028_163135.png,53,586,93,410
1473659700044DeeplearnS11832.png,74,554,157,335
1474101489845black-right-place-bodycon-dress.png,0,632,90,371
JPEG_20160625_173242_1000749463392.png,177,310,175,285
JPEG_20160709_165428_1000278925853.png,28,538,148,323
1479475602392soi15-11-201610020.png,48,548,193,362
1467785726272DSC_0041.png,209,485,171,314
1481112808304DSC_0011_earing.png,32,590,70,406
JPEG_20160711_163248_1000716054164.png,238,422,71,412
1472634054108DSC_2536.png,50,595,148,393
JPEG_20160920_160724_1000984295635.png,113,493,25,442
JPEG_20160625_113212_1000894876800.png,150,557,176,306
1480933463217_R2A1818.png,166,387,179,429
JPEG_20160627_163627_1000706975535.png,246,328,221,290
JPEG_20160630_152509_1000537134707.png,208,360,68,419
1473315244691DeeplearnS11573.png,67,570,190,330
147323978829014109_XXX_v5.png,0,640,2,480
1474271635578DSC_0367.png,213,429,174,366
JPEG_20161201_151834_1000320987812.png,161,514,12,459
147742499698920161025_160450.png,111,549,119,340
147742483030120161025_155841.png,78,471,141,360
JPEG_20160818_121117_1000743095030.png,118,487,40,444
148076549353620Dresses29-11-201617342.png,36,571,178,337
1473317655884DeeplearnS11204.png,156,487,1,480
1480513126010E-mazingshawls29-11-201617844.png,22,608,189,368
1474703151419DSC07156.png,27,608,43,357
JPEG_20161129_182441_1000809173220.png,0,640,8,480
JPEG_20160526_124312_1000493670498.png,142,491,4,478
1476782016727DSC_6529.png,127,579,6,371
1471435030188DSC_0084.png,153,443,0,291
1474001672018ANG9899742.png,76,577,69,411
JPEG_20160526_141311_1000969107307.png,69,537,45,362
JPEG_20161202_182909_100054709594.png,182,466,42,447
JPEG_20161126_203259_1000308607729.png,176,438,11,452
1475151267728DSC00470.png,15,622,204,412
JPEG_20160709_152001_1000103843222.png,48,518,91,321
JPEG_20160428_110251_1000715843186.png,139,506,34,419
1470809657915DSC_0045.png,0,640,1,472
JPEG_20160421_141656_1000684141399.png,102,470,5,480
1480508122513IMG_0056.png,101,474,98,349
1479746853648SpringField16-11-201610257.png,0,599,168,345
147771924895320161028_170751.png,127,539,57,426
JPEG_20161028_131736_1000552828689.png,16,597,75,348
JPEG_20161124_192812_1000819191902.png,128,510,54,480
1479152649857SinDenim12-11-20165979.png,0,640,25,418
1472456280718DSC_1243.png,75,549,76,406
JPEG_20161129_134826_1000586086880.png,38,592,121,396
1473486808383DeeplearnS11957.png,125,638,6,405
1473417980144black-lost-love-bodycon-midi-dress2.png,1,639,147,324
JPEG_20161126_175848_1000144259742.png,116,528,26,442
147438154063611472729334632-Roadster-Men-Black-Striped-Polo-Collar-T-Shirt-2691472729334719-2.png,1,638,97,394
1471008132074IMG_0233.png,107,533,11,466
1473660443173DeeplearnS11957.png,125,638,6,405
JPEG_20161124_155933_1000484401381.png,197,515,73,287
147437465124911470646655757-RDSTR-Blue--White-MotoGP-Washed-Printed-T-Shirt-5611470646655634-5.png,0,640,2,480
1467984692315DSC_0076.png,41,620,122,376
JPEG_20160804_115112_1000596276578.png,91,539,73,397
1472548677136DSC_1948.png,0,543,48,480
1473231523889DeeplearnS11926.png,52,588,177,338
147263057449516039m-fbbic-xl-1000x1000-imae29zruwck8ur2.png,4,640,113,376
1473315257725DeeplearnS11582.png,0,556,47,425
147444095979511472627624943-Roadster-Men-Tshirts-1301472627624773-5.png,0,640,1,480
1467738681134DSC_0404.png,254,393,160,302
1474269337452grey-take-my-time-midi-dress2.png,0,638,98,374
1480754291530DSC_2288.png,34,626,82,395
JPEG_20161130_182335_1000916666628.png,43,593,169,286
1467739743589DSC_0492.png,52,454,137,306
JPEG_20161129_145110_1000543874371.png,0,638,86,480
1468881437757DSC_0198.png,67,574,101,419
1475008017755DSC020621.png,52,409,69,388
1458178044499DSC_0183.png,86,460,137,354
1468390751025JPEG_20160704_174637_1000374499047.png,177,504,166,301
JPEG_20160810_161424_1000184117098.png,203,440,141,356
1480970288462IMG_3389.png,190,458,204,426
JPEG_20160701_142710_1000432734013.png,191,453,73,373
1470639079903DSC_0722.png,29,581,77,391
14752302751282.png,25,614,75,416
147437257609311471671414009-Roadster-Men-Red-Printed-Round-Neck-T-Shirt-7271471671413883-5.png,0,640,1,480
1472630178172m1livi316_peacockeye_l_alt_2.png,2,617,72,397
1480315331353_R2A3005.png,231,413,63,400
1471432538162DSC_0111.png,28,619,205,261
1475157625745DSC07240.png,36,602,91,378
1471612913368DSC_0223.png,2,548,71,480
JPEG_20160506_131548_1000605326095.png,126,531,102,418
JPEG_20161028_112117_1000439449578.png,175,420,68,387
147436990130711471686917020-Roadster-Men-Trousers-4101471686916790-1.png,0,640,87,390
1467785750172DSC_0043.png,176,474,172,347
1473661685139DeeplearnS11514.png,54,590,159,347
JPEG_20161014_221622_1000441291524.png,66,541,92,479
JPEG_20160924_140500_1000708658172.png,68,511,91,390
JPEG_20161120_171552_1000105541375.png,138,535,0,430
JPEG_20161210_143801_1000968058009.png,265,342,22,379
1478798308523Soie9thNov20160127.png,86,594,149,303
JPEG_20160711_164013_100053607401.png,262,412,58,456
JPEG_20160709_122047_1000847720714.png,56,526,139,316
147444554444611472731136473-Roadster-Women-White-Solid-Regular-Top-4001472731136575-5.png,0,640,0,480
JPEG_20161126_140048_1000354320892.png,36,511,85,353
JPEG_20160629_100410_1000368426076.png,171,533,142,358
JPEG_20160820_101823_1000883819160.png,216,460,106,453
1480067004496IMG_0096.png,83,499,109,380
1470637792975DSC_0630.png,125,598,54,432
JPEG_20160421_215000_1000216977417.png,47,560,5,462
147438130378611469599480463-Roadster-Pack-of-2-Casual-Shirts-7071469599480268-3.png,0,640,66,412
1473665047259DeeplearnS111334.png,98,568,75,396
JPEG_20160622_132132_1000700440449.png,96,542,132,355
1480335078287_R2A3725.png,184,457,86,422
1473315320571DeeplearnS11623.png,3,589,76,429
147771744706220161028_163547.png,65,558,12,446
147444553257211472731136557-Roadster-Women-White-Solid-Regular-Top-4001472731136575-1.png,0,639,53,465
JPEG_20161209_153246_1000693204872.png,258,347,55,363
147445122506011472541441058-Roadster-Navy-A-Line-Rayon-Top-9521472541440732-2.png,0,639,125,375
JPEG_20160628_123145_1000878097700.png,209,410,96,367
1473662703652DeeplearnS11576.png,49,640,5,404
1469624439104JPEG_20160628_124931_1000815456565.png,102,499,132,348
JPEG_20160704_132607_1000107229644.png,183,448,163,307
JPEG_20161126_144144_1000405445935.png,114,626,187,350
JPEG_20161205_152126_1000875071731.png,145,486,54,468
1468881894299DSC_0225.png,3,466,29,426
1474278184931MS-8502405.png,1,542,2,480
1458173609124DSC_0502.png,138,490,201,321
1473415870134black-gisele-bodycon-dress2.png,0,640,36,415
1472036769420180620093130.png,6,635,1,477
JPEG_20160706_110622_1000813306481.png,139,516,18,349
JPEG_20161209_134319_1000256034556.png,62,559,9,436
JPEG_20160706_131419_1000935325005.png,39,462,145,339
1472822682030DSC_3347.png,0,636,0,458
1467982432701DSC_0039.png,33,598,44,426
JPEG_20161123_184723_1000360185709.png,80,435,147,328
JPEG_20161210_161810_1000716700613.png,256,380,43,370
1474640552101DSC07071.png,55,590,30,428
JPEG_20161202_141637_1000560451717.png,42,473,152,334
JPEG_20161126_152515_1000901613755.png,63,615,187,313
1474703318165DSC07099.png,46,609,126,366
1474020693486ANG989983.png,94,564,69,422
1478968692613Soie9thNov20162775.png,52,605,156,343
147742619105120161025_143822.png,29,534,63,448
1481109377077DSC_4567.png,0,640,0,480
JPEG_20161201_131915_100068929338.png,48,580,75,414
JPEG_20160627_104827_100025098203.png,237,595,138,322
JPEG_20161120_170722_1000804393621.png,97,516,95,402
JPEG_20161124_152542_100015247058.png,31,491,61,429
1468828163238JPEG_20160709_154016_1000119567503.png,61,556,89,332
JPEG_20161209_155223_1000710234079.png,241,358,201,384
1475577873664DSC_1854.png,45,569,33,452
JPEG_20160630_134918_1000841366287.png,145,427,52,390
JPEG_20161124_194244_100083185387.png,101,450,33,464
147742445158920161025_160146.png,72,584,15,478
1473751455009IMG_0912.png,230,448,5,462
1474109934749black-weekender-ribbed-midi-dress.png,0,638,143,329
1474723473622DSC07756.png,69,559,127,381
JPEG_20161126_172907_1000679490206.png,58,564,158,339
1480966267116ShinFashionSarees20875.png,28,584,2,466
JPEG_20160701_161159_1000725370827.png,64,434,163,303
1473330270420SAB0023978001S340_det_2.png,2,636,68,299
1473409156952black-celia-skater-dress3.png,0,638,99,351
1469441284936DSC_0143.png,123,640,0,480
1475615019380DSC_1418.png,4,635,3,281
1480492749763IMG_20161129_185230.png,84,588,41,415
1471332938938558A1994.png,7,627,6,408
1472630669424DSC_2625.png,83,610,89,359
1474637330587DSC06760.png,227,465,10,429
JPEG_20160625_165352_100025883460.png,199,324,150,260
JPEG_20161119_162410_1000808894359.png,170,510,1,480
JPEG_20160621_154131_1000753722916.png,122,555,102,369
147185859826320160817_145846.png,86,527,71,310
1480955400551_R2A2251.png,249,411,205,345
147323517669649994_XXX_v1.png,24,616,51,402
147753501556220161026_114024.png,141,410,3,456
1475561008227GI16R33.png,46,603,45,448
1475151523440DSC00649.png,33,559,161,375
1474264813261camel-riley-ribbed-midi-dress.png,0,638,145,345
146840869608714678028301861.png,149,495,136,346
1473941637356ANG989837.png,56,583,57,405
JPEG_20161209_183627_1000726520685.png,53,608,133,363
1474108042389black-true-love-strapless-midi-dress2.png,1,636,153,328
1472045993924DSC_0466.png,191,501,170,428
JPEG_20160704_124528_1000120106168.png,84,462,143,318
1474632997410DSC06048copy.png,91,560,50,429
JPEG_20161028_135604_1000698614498.png,6,640,26,480
JPEG_20161126_144113_1000275218314.png,129,626,182,338
JPEG_20160630_123015_1000403059367.png,1,480,17,480
147437349676311470646718518-Roadster-Charcoal-Grey-Printed-T-shirt-5111470646718376-5.png,0,640,4,480
1473749464609IMG_1206.png,65,600,58,338
JPEG_20161117_171513_100026663101.png,47,587,42,394
JPEG_20160810_122340_1000198372247.png,89,552,187,299
1475559154896multi-saffron-floral-dress4.png,1,636,122,331
147753741781820161026_122133.png,88,565,74,375
1480510260350IMG_0345.png,72,465,30,372
JPEG_20160608_111427_1000447546072.png,6,442,39,427
147742488477620161025_144751.png,39,499,117,386
1467889783834DSC_0089.png,257,483,172,283
1472631510138DSC_2648.png,150,618,97,385
1472043000513w_peg_33_hyper_turq_01.png,85,546,103,435
147742613672220161025_160336.png,70,567,52,273
1472126756077DSC_0401.png,55,638,56,394
1469624154245JPEG_20160518_101750_1000429817155.png,155,508,7,389
JPEG_20160524_144029_1000619986282.png,196,455,34,429
1473750654480IMG_1047.png,2,589,66,368
1476530495926Untitled3.png,207,503,22,452
1473748725875IMG_1262.png,142,608,0,442
1472823945107DSC_3215.png,20,615,51,479
JPEG_20160607_150813_1000554839958.png,117,467,136,311
JPEG_20160820_132102_1000364706505.png,236,469,118,398
1479216168761Untitled1.png,39,603,78,404
1477047215575DSC_7618.png,24,629,22,443
JPEG_20160621_152250_1000677665180.png,121,489,81,396
14583335397224.png,142,501,153,305
14583335497151.png,139,504,136,352
JPEG_20160530_161901_1000616199411.png,222,452,118,282
JPEG_20160623_124841_100033038278.png,197,572,85,397
1474637615822DSC06460.png,13,596,115,382
JPEG_20161123_125958_100018823389.png,198,469,4,478
1480972016040IMG_3513.png,158,489,31,442
1475615245197DSC_1451.png,16,620,35,342
JPEG_20160621_122810_1000893801318.png,258,450,64,447
1476510750348DSC_2743.png,154,481,65,439
JPEG_20160526_155932_1000868786761.png,87,419,101,422
1468410897525DSC_0142.png,56,578,44,394
1458188363464DSC_0097.png,190,417,91,419
JPEG_20160608_171047_1000389639258.png,0,640,118,402
JPEG_20160623_171735_1000785464571.png,79,601,164,345
147754170859320161026_131320.png,95,570,49,364
JPEG_20160701_165338_1000426164058.png,165,457,157,313
147437551745311469691239154-Roadster-Black--Charcoal-Grey-Striped-Sweater-3501469691238953-1.png,0,640,74,418
1471610236234DSC_0350.png,30,574,63,399
1480961659346ShinFashionSarees20452.png,17,606,80,478
JPEG_20160711_135312_1000528266436.png,236,461,61,445
1473752372720IMG_1408.png,170,542,159,331
1473417973275black-lily-tie-back-maxi-dress.png,2,637,111,386
1477036987398DSC_8074.png,27,629,17,476
1476861098648DSC_6176.png,18,620,38,442
1480492117777IMG_20161129_185100.png,67,624,13,463
1472897152898DSC_3628.png,78,536,24,476
1481261230979DSC_0367.png,28,589,125,377
JPEG_20161028_142657_1000481386212.png,41,623,76,386
147444544191111472722896389-Roadster-Women-Navy-Blue-Solid-Regular-Top-7911472722896079-1.png,0,639,91,424
1468557530863JPEG_20160630_171956_1000488398345.png,104,508,149,351
1467785201374DSC_0011.png,241,461,103,363
1475063282613DSC09863.png,66,610,100,334
JPEG_20160712_104803_1000565188626.png,218,464,111,347
147444553667111472731136535-Roadster-Women-White-Solid-Regular-Top-4001472731136575-2.png,0,640,39,471
147807816702720161028_162202.png,79,498,69,407
1475560187109navy-dancing-in-the-spring-dress2.png,0,637,113,311
147444083257611472209501081-Roadster-Men-Navy-Blue-Printed-Round-Neck-T-Shirt-5991472209500910-5.png,0,640,1,480
